1283	4	641.0		0010
1289	6	644.0		0011
1291	2	645.0		0001
1297	6	648.0		0011
1301	4	650.0		0010
1303	2	651.0		0001
1307	4	653.0		0010
1319	12	659.0		0110
1321	2	660.0		0001
1327	6	663.0		0011
1361	34	680.0		10001
1367	6	683.0		0011
1373	6	686.0		0011
1381	8	690.0		0100
1399	18	699.0		1001
1409	10	704.0		0101
1423	14	711.0		0111
1427	4	713.0		0010
1429	2	714.0		0001
1433	4	716.0		0010
1439	6	719.0		0011
1447	8	723.0		0100
1451	4	725.0		0010
1453	2	726.0		0001
1459	6	729.0		0011
1471	12	735.0		0110
1481	10	740.0		0101
1483	2	741.0		0001
1487	4	743.0		0010
1489	2	744.0		0001
1493	4	746.0		0010
1499	6	749.0		0011
1511	12	755.0		0110
1523	12	761.0		0110
1531	8	765.0		0100
1543	12	771.0		0110
1549	6	774.0		0011
1553	4	776.0		0010
1559	6	779.0		0011
1567	8	783.0		0100
1571	4	785.0		0010
1579	8	789.0		0100
1583	4	791.0		0010
1597	14	798.0		0111
1601	4	800.0		0010
1607	6	803.0		0011
1609	2	804.0		0001
1613	4	806.0		0010
1619	6	809.0		0011
1621	2	810.0		0001
1627	6	813.0		0011
1637	10	818.0		0101
1657	20	828.0		1010
1663	6	831.0		0011
1667	4	833.0		0010
1669	2	834.0		0001
1693	24	846.0		1100
1697	4	848.0		0010
1699	2	849.0		0001
1709	10	854.0		0101
1721	12	860.0		0110
1723	2	861.0		0001
1733	10	866.0		0101
1741	8	870.0		0100
1747	6	873.0		0011
1753	6	876.0		0011
1759	6	879.0		0011
1777	18	888.0		1001
1783	6	891.0		0011
1787	4	893.0		0010
1789	2	894.0		0001
1801	12	900.0		0110
1811	10	905.0		0101
1823	12	911.0		0110
1831	8	915.0		0100
1847	16	923.0		1000
1861	14	930.0		0111
1867	6	933.0		0011
1871	4	935.0		0010
1873	2	936.0		0001
1877	4	938.0		0010
1879	2	939.0		0001
1889	10	944.0		0101
1901	12	950.0		0110
1907	6	953.0		0011
1913	6	956.0		0011
1931	18	965.0		1001
1933	2	966.0		0001
1949	16	974.0		1000
1951	2	975.0		0001
1973	22	986.0		1011
1979	6	989.0		0011
1987	8	993.0		0100
1993	6	996.0		0011
1997	4	998.0		0010
1999	2	999.0		0001
2003	4	1001.0		0010
2011	8	1005.0		0100
2017	6	1008.0		0011
2027	10	1013.0		0101
2029	2	1014.0		0001
2039	10	1019.0		0101
2053	14	1026.0		0111
2063	10	1031.0		0101
2069	6	1034.0		0011
2081	12	1040.0		0110
2083	2	1041.0		0001
2087	4	1043.0		0010
2089	2	1044.0		0001
2099	10	1049.0		0101
2111	12	1055.0		0110
2113	2	1056.0		0001
2129	16	1064.0		1000
2131	2	1065.0		0001
2137	6	1068.0		0011
2141	4	1070.0		0010
2143	2	1071.0		0001
2153	10	1076.0		0101
2161	8	1080.0		0100
2179	18	1089.0		1001
2203	24	1101.0		1100
2207	4	1103.0		0010
2213	6	1106.0		0011
2221	8	1110.0		0100
2237	16	1118.0		1000
2239	2	1119.0		0001
2243	4	1121.0		0010
2251	8	1125.0		0100
2267	16	1133.0		1000
2269	2	1134.0		0001
2273	4	1136.0		0010
2281	8	1140.0		0100
2287	6	1143.0		0011
2293	6	1146.0		0011
2297	4	1148.0		0010
2309	12	1154.0		0110
2311	2	1155.0		0001
2333	22	1166.0		1011
2339	6	1169.0		0011
2341	2	1170.0		0001
2347	6	1173.0		0011
2351	4	1175.0		0010
2357	6	1178.0		0011
2371	14	1185.0		0111
2377	6	1188.0		0011
2381	4	1190.0		0010
2383	2	1191.0		0001
2389	6	1194.0		0011
2393	4	1196.0		0010
2399	6	1199.0		0011
2411	12	1205.0		0110
2417	6	1208.0		0011
2423	6	1211.0		0011
2437	14	1218.0		0111
2441	4	1220.0		0010
2447	6	1223.0		0011
2459	12	1229.0		0110
2467	8	1233.0		0100
2473	6	1236.0		0011
2477	4	1238.0		0010
2503	26	1251.0		1101
2521	18	1260.0		1001
2531	10	1265.0		0101
2539	8	1269.0		0100
2543	4	1271.0		0010
2549	6	1274.0		0011
2551	2	1275.0		0001
2557	6	1278.0		0011
2579	22	1289.0		1011
2591	12	1295.0		0110
2593	2	1296.0		0001
2609	16	1304.0		1000
2617	8	1308.0		0100
2621	4	1310.0		0010
2633	12	1316.0		0110
2647	14	1323.0		0111
2657	10	1328.0		0101
2659	2	1329.0		0001
2663	4	1331.0		0010
2671	8	1335.0		0100
2677	6	1338.0		0011
2683	6	1341.0		0011
2687	4	1343.0		0010
2689	2	1344.0		0001
2693	4	1346.0		0010
2699	6	1349.0		0011
2707	8	1353.0		0100
2711	4	1355.0		0010
2713	2	1356.0		0001
2719	6	1359.0		0011
2729	10	1364.0		0101
2731	2	1365.0		0001
2741	10	1370.0		0101
2749	8	1374.0		0100
2753	4	1376.0		0010
2767	14	1383.0		0111
2777	10	1388.0		0101
2789	12	1394.0		0110
2791	2	1395.0		0001
2797	6	1398.0		0011
2801	4	1400.0		0010
2803	2	1401.0		0001
2819	16	1409.0		1000
2833	14	1416.0		0111
2837	4	1418.0		0010
2843	6	1421.0		0011
2851	8	1425.0		0100
2857	6	1428.0		0011
2861	4	1430.0		0010
2879	18	1439.0		1001
2887	8	1443.0		0100
2897	10	1448.0		0101
2903	6	1451.0		0011
2909	6	1454.0		0011
2917	8	1458.0		0100
2927	10	1463.0		0101
2939	12	1469.0		0110
2953	14	1476.0		0111
2957	4	1478.0		0010
2963	6	1481.0		0011
2969	6	1484.0		0011
2971	2	1485.0		0001
2999	28	1499.0		1110
3001	2	1500.0		0001
3011	10	1505.0		0101
3019	8	1509.0		0100
3023	4	1511.0		0010
3037	14	1518.0		0111
3041	4	1520.0		0010
3049	8	1524.0		0100
3061	12	1530.0		0110
3067	6	1533.0		0011
3079	12	1539.0		0110
3083	4	1541.0		0010
3089	6	1544.0		0011
3109	20	1554.0		1010
3119	10	1559.0		0101
3121	2	1560.0		0001
3137	16	1568.0		1000
3163	26	1581.0		1101
3167	4	1583.0		0010
3169	2	1584.0		0001
3181	12	1590.0		0110
3187	6	1593.0		0011
3191	4	1595.0		0010
3203	12	1601.0		0110
3209	6	1604.0		0011
3217	8	1608.0		0100
3221	4	1610.0		0010
3229	8	1614.0		0100
3251	22	1625.0		1011
3253	2	1626.0		0001
3257	4	1628.0		0010
3259	2	1629.0		0001
3271	12	1635.0		0110
3299	28	1649.0		1110
3301	2	1650.0		0001
3307	6	1653.0		0011
3313	6	1656.0		0011
3319	6	1659.0		0011
3323	4	1661.0		0010
3329	6	1664.0		0011
3331	2	1665.0		0001
3343	12	1671.0		0110
3347	4	1673.0		0010
3359	12	1679.0		0110
3361	2	1680.0		0001
3371	10	1685.0		0101
3373	2	1686.0		0001
3389	16	1694.0		1000
3391	2	1695.0		0001
3407	16	1703.0		1000
3413	6	1706.0		0011
3433	20	1716.0		1010
3449	16	1724.0		1000
3457	8	1728.0		0100
3461	4	1730.0		0010
3463	2	1731.0		0001
3467	4	1733.0		0010
3469	2	1734.0		0001
3491	22	1745.0		1011
3499	8	1749.0		0100
3511	12	1755.0		0110
3517	6	1758.0		0011
3527	10	1763.0		0101
3529	2	1764.0		0001
3533	4	1766.0		0010
3539	6	1769.0		0011
3541	2	1770.0		0001
3547	6	1773.0		0011
3557	10	1778.0		0101
3559	2	1779.0		0001
3571	12	1785.0		0110
3581	10	1790.0		0101
3583	2	1791.0		0001
3593	10	1796.0		0101
3607	14	1803.0		0111
3613	6	1806.0		0011
3617	4	1808.0		0010
3623	6	1811.0		0011
3631	8	1815.0		0100
3637	6	1818.0		0011
3643	6	1821.0		0011
3659	16	1829.0		1000
3671	12	1835.0		0110
3673	2	1836.0		0001
3677	4	1838.0		0010
3691	14	1845.0		0111
3697	6	1848.0		0011
3701	4	1850.0		0010
3709	8	1854.0		0100
3719	10	1859.0		0101
3727	8	1863.0		0100
3733	6	1866.0		0011
3739	6	1869.0		0011
3761	22	1880.0		1011
3767	6	1883.0		0011
3769	2	1884.0		0001
3779	10	1889.0		0101
3793	14	1896.0		0111
3797	4	1898.0		0010
3803	6	1901.0		0011
3821	18	1910.0		1001
3823	2	1911.0		0001
3833	10	1916.0		0101
3847	14	1923.0		0111
3851	4	1925.0		0010
3853	2	1926.0		0001
3863	10	1931.0		0101
3877	14	1938.0		0111
3881	4	1940.0		0010
3889	8	1944.0		0100
3907	18	1953.0		1001
3911	4	1955.0		0010
3917	6	1958.0		0011
3919	2	1959.0		0001
3923	4	1961.0		0010
3929	6	1964.0		0011
3931	2	1965.0		0001
3943	12	1971.0		0110
3947	4	1973.0		0010
3967	20	1983.0		1010
3989	22	1994.0		1011
4001	12	2000.0		0110
4003	2	2001.0		0001
4007	4	2003.0		0010
4013	6	2006.0		0011
4019	6	2009.0		0011
4021	2	2010.0		0001
4027	6	2013.0		0011
4049	22	2024.0		1011
4051	2	2025.0		0001
4057	6	2028.0		0011
4073	16	2036.0		1000
4079	6	2039.0		0011
4091	12	2045.0		0110
4093	2	2046.0		0001
4099	6	2049.0		0011
4111	12	2055.0		0110
4127	16	2063.0		1000
4129	2	2064.0		0001
4133	4	2066.0		0010
4139	6	2069.0		0011
4153	14	2076.0		0111
4157	4	2078.0		0010
4159	2	2079.0		0001
4177	18	2088.0		1001
4201	24	2100.0		1100
4211	10	2105.0		0101
4217	6	2108.0		0011
4219	2	2109.0		0001
4229	10	2114.0		0101
4231	2	2115.0		0001
4241	10	2120.0		0101
4243	2	2121.0		0001
4253	10	2126.0		0101
4259	6	2129.0		0011
4261	2	2130.0		0001
4271	10	2135.0		0101
4273	2	2136.0		0001
4283	10	2141.0		0101
4289	6	2144.0		0011
4297	8	2148.0		0100
4327	30	2163.0		1111
4337	10	2168.0		0101
4339	2	2169.0		0001
4349	10	2174.0		0101
4357	8	2178.0		0100
4363	6	2181.0		0011
4373	10	2186.0		0101
4391	18	2195.0		1001
4397	6	2198.0		0011
4409	12	2204.0		0110
4421	12	2210.0		0110
4423	2	2211.0		0001
4441	18	2220.0		1001
4447	6	2223.0		0011
4451	4	2225.0		0010
4457	6	2228.0		0011
4463	6	2231.0		0011
4481	18	2240.0		1001
4483	2	2241.0		0001
4493	10	2246.0		0101
4507	14	2253.0		0111
4513	6	2256.0		0011
4517	4	2258.0		0010
4519	2	2259.0		0001
4523	4	2261.0		0010
4547	24	2273.0		1100
4549	2	2274.0		0001
4561	12	2280.0		0110
4567	6	2283.0		0011
4583	16	2291.0		1000
4591	8	2295.0		0100
4597	6	2298.0		0011
4603	6	2301.0		0011
4621	18	2310.0		1001
4637	16	2318.0		1000
4639	2	2319.0		0001
4643	4	2321.0		0010
4649	6	2324.0		0011
4651	2	2325.0		0001
4657	6	2328.0		0011
4663	6	2331.0		0011
4673	10	2336.0		0101
4679	6	2339.0		0011
4691	12	2345.0		0110
4703	12	2351.0		0110
4721	18	2360.0		1001
4723	2	2361.0		0001
4729	6	2364.0		0011
4733	4	2366.0		0010
4751	18	2375.0		1001
4759	8	2379.0		0100
4783	24	2391.0		1100
4787	4	2393.0		0010
4789	2	2394.0		0001
4793	4	2396.0		0010
4799	6	2399.0		0011
4801	2	2400.0		0001
4813	12	2406.0		0110
4817	4	2408.0		0010
4831	14	2415.0		0111
4861	30	2430.0		1111
4871	10	2435.0		0101
4877	6	2438.0		0011
4889	12	2444.0		0110
4903	14	2451.0		0111
4909	6	2454.0		0011
4919	10	2459.0		0101
4931	12	2465.0		0110
4933	2	2466.0		0001
4937	4	2468.0		0010
4943	6	2471.0		0011
4951	8	2475.0		0100
4957	6	2478.0		0011
4967	10	2483.0		0101
4969	2	2484.0		0001
4973	4	2486.0		0010
4987	14	2493.0		0111
4993	6	2496.0		0011
4999	6	2499.0		0011
5003	4	2501.0		0010
5009	6	2504.0		0011
5011	2	2505.0		0001
5021	10	2510.0		0101
5023	2	2511.0		0001
5039	16	2519.0		1000
5051	12	2525.0		0110
5059	8	2529.0		0100
5077	18	2538.0		1001
5081	4	2540.0		0010
5087	6	2543.0		0011
5099	12	2549.0		0110
5101	2	2550.0		0001
5107	6	2553.0		0011
5113	6	2556.0		0011
5119	6	2559.0		0011
5147	28	2573.0		1110
5153	6	2576.0		0011
5167	14	2583.0		0111
5171	4	2585.0		0010
5179	8	2589.0		0100
5189	10	2594.0		0101
5197	8	2598.0		0100
5209	12	2604.0		0110
5227	18	2613.0		1001
5231	4	2615.0		0010
5233	2	2616.0		0001
5237	4	2618.0		0010
5261	24	2630.0		1100
5273	12	2636.0		0110
5279	6	2639.0		0011
5281	2	2640.0		0001
5297	16	2648.0		1000
5303	6	2651.0		0011
5309	6	2654.0		0011
5323	14	2661.0		0111
5333	10	2666.0		0101
5347	14	2673.0		0111
5351	4	2675.0		0010
5381	30	2690.0		1111
5387	6	2693.0		0011
5393	6	2696.0		0011
5399	6	2699.0		0011
5407	8	2703.0		0100
5413	6	2706.0		0011
5417	4	2708.0		0010
5419	2	2709.0		0001
5431	12	2715.0		0110
5437	6	2718.0		0011
5441	4	2720.0		0010
5443	2	2721.0		0001
5449	6	2724.0		0011
5471	22	2735.0		1011
5477	6	2738.0		0011
5479	2	2739.0		0001
5483	4	2741.0		0010
5501	18	2750.0		1001
5503	2	2751.0		0001
5507	4	2753.0		0010
5519	12	2759.0		0110
5521	2	2760.0		0001
5527	6	2763.0		0011
5531	4	2765.0		0010
5557	26	2778.0		1101
5563	6	2781.0		0011
5569	6	2784.0		0011
5573	4	2786.0		0010
5581	8	2790.0		0100
5591	10	2795.0		0101
5623	32	2811.0		10000
5639	16	2819.0		1000
5641	2	2820.0		0001
5647	6	2823.0		0011
5651	4	2825.0		0010
5653	2	2826.0		0001
5657	4	2828.0		0010
5659	2	2829.0		0001
5669	10	2834.0		0101
5683	14	2841.0		0111
5689	6	2844.0		0011
5693	4	2846.0		0010
5701	8	2850.0		0100
5711	10	2855.0		0101
5717	6	2858.0		0011
5737	20	2868.0		1010
5741	4	2870.0		0010
5743	2	2871.0		0001
5749	6	2874.0		0011
5779	30	2889.0		1111
5783	4	2891.0		0010
5791	8	2895.0		0100
5801	10	2900.0		0101
5807	6	2903.0		0011
5813	6	2906.0		0011
5821	8	2910.0		0100
5827	6	2913.0		0011
5839	12	2919.0		0110
5843	4	2921.0		0010
5849	6	2924.0		0011
5851	2	2925.0		0001
5857	6	2928.0		0011
5861	4	2930.0		0010
5867	6	2933.0		0011
5869	2	2934.0		0001
5879	10	2939.0		0101
5881	2	2940.0		0001
5897	16	2948.0		1000
5903	6	2951.0		0011
5923	20	2961.0		1010
5927	4	2963.0		0010
5939	12	2969.0		0110
5953	14	2976.0		0111
5981	28	2990.0		1110
5987	6	2993.0		0011
6007	20	3003.0		1010
6011	4	3005.0		0010
6029	18	3014.0		1001
6037	8	3018.0		0100
6043	6	3021.0		0011
6047	4	3023.0		0010
6053	6	3026.0		0011
6067	14	3033.0		0111
6073	6	3036.0		0011
6079	6	3039.0		0011
6089	10	3044.0		0101
6091	2	3045.0		0001
6101	10	3050.0		0101
6113	12	3056.0		0110
6121	8	3060.0		0100
6131	10	3065.0		0101
6133	2	3066.0		0001
6143	10	3071.0		0101
6151	8	3075.0		0100
6163	12	3081.0		0110
6173	10	3086.0		0101
6197	24	3098.0		1100
6199	2	3099.0		0001
6203	4	3101.0		0010
6211	8	3105.0		0100
6217	6	3108.0		0011
6221	4	3110.0		0010
6229	8	3114.0		0100
6247	18	3123.0		1001
6257	10	3128.0		0101
6263	6	3131.0		0011
6269	6	3134.0		0011
6271	2	3135.0		0001
6277	6	3138.0		0011
6287	10	3143.0		0101
6299	12	3149.0		0110
6301	2	3150.0		0001
6311	10	3155.0		0101
6317	6	3158.0		0011
6323	6	3161.0		0011
6329	6	3164.0		0011
6337	8	3168.0		0100
6343	6	3171.0		0011
6353	10	3176.0		0101
6359	6	3179.0		0011
6361	2	3180.0		0001
6367	6	3183.0		0011
6373	6	3186.0		0011
6379	6	3189.0		0011
6389	10	3194.0		0101
6397	8	3198.0		0100
6421	24	3210.0		1100
6427	6	3213.0		0011
6449	22	3224.0		1011
6451	2	3225.0		0001
6469	18	3234.0		1001
6473	4	3236.0		0010
6481	8	3240.0		0100
6491	10	3245.0		0101
6521	30	3260.0		1111
6529	8	3264.0		0100
6547	18	3273.0		1001
6551	4	3275.0		0010
6553	2	3276.0		0001
6563	10	3281.0		0101
6569	6	3284.0		0011
6571	2	3285.0		0001
6577	6	3288.0		0011
6581	4	3290.0		0010
6599	18	3299.0		1001
6607	8	3303.0		0100
6619	12	3309.0		0110
6637	18	3318.0		1001
6653	16	3326.0		1000
6659	6	3329.0		0011
6661	2	3330.0		0001
6673	12	3336.0		0110
6679	6	3339.0		0011
6689	10	3344.0		0101
6691	2	3345.0		0001
6701	10	3350.0		0101
6703	2	3351.0		0001
6709	6	3354.0		0011
6719	10	3359.0		0101
6733	14	3366.0		0111
6737	4	3368.0		0010
6761	24	3380.0		1100
6763	2	3381.0		0001
6779	16	3389.0		1000
6781	2	3390.0		0001
6791	10	3395.0		0101
6793	2	3396.0		0001
6803	10	3401.0		0101
6823	20	3411.0		1010
6827	4	3413.0		0010
6829	2	3414.0		0001
6833	4	3416.0		0010
6841	8	3420.0		0100
6857	16	3428.0		1000
6863	6	3431.0		0011
6869	6	3434.0		0011
6871	2	3435.0		0001
6883	12	3441.0		0110
6899	16	3449.0		1000
6907	8	3453.0		0100
6911	4	3455.0		0010
6917	6	3458.0		0011
6947	30	3473.0		1111
6949	2	3474.0		0001
6959	10	3479.0		0101
6961	2	3480.0		0001
6967	6	3483.0		0011
6971	4	3485.0		0010
6977	6	3488.0		0011
6983	6	3491.0		0011
6991	8	3495.0		0100
6997	6	3498.0		0011
7001	4	3500.0		0010
7013	12	3506.0		0110
7019	6	3509.0		0011
7027	8	3513.0		0100
7039	12	3519.0		0110
7043	4	3521.0		0010
7057	14	3528.0		0111
7069	12	3534.0		0110
7079	10	3539.0		0101
7103	24	3551.0		1100
7109	6	3554.0		0011
7121	12	3560.0		0110
7127	6	3563.0		0011
7129	2	3564.0		0001
7151	22	3575.0		1011
7159	8	3579.0		0100
7177	18	3588.0		1001
7187	10	3593.0		0101
7193	6	3596.0		0011
7207	14	3603.0		0111
7211	4	3605.0		0010
7213	2	3606.0		0001
7219	6	3609.0		0011
7229	10	3614.0		0101
7237	8	3618.0		0100
7243	6	3621.0		0011
7247	4	3623.0		0010
7253	6	3626.0		0011
7283	30	3641.0		1111
7297	14	3648.0		0111
7307	10	3653.0		0101
7309	2	3654.0		0001
7321	12	3660.0		0110
7331	10	3665.0		0101
7333	2	3666.0		0001
7349	16	3674.0		1000
7351	2	3675.0		0001
7369	18	3684.0		1001
7393	24	3696.0		1100
7411	18	3705.0		1001
7417	6	3708.0		0011
7433	16	3716.0		1000
7451	18	3725.0		1001
7457	6	3728.0		0011
7459	2	3729.0		0001
7477	18	3738.0		1001
7481	4	3740.0		0010
7487	6	3743.0		0011
7489	2	3744.0		0001
7499	10	3749.0		0101
7507	8	3753.0		0100
7517	10	3758.0		0101
7523	6	3761.0		0011
7529	6	3764.0		0011
7537	8	3768.0		0100
7541	4	3770.0		0010
7547	6	3773.0		0011
7549	2	3774.0		0001
7559	10	3779.0		0101
7561	2	3780.0		0001
7573	12	3786.0		0110
7577	4	3788.0		0010
7583	6	3791.0		0011
7589	6	3794.0		0011
7591	2	3795.0		0001
7603	12	3801.0		0110
7607	4	3803.0		0010
7621	14	3810.0		0111
7639	18	3819.0		1001
7643	4	3821.0		0010
7649	6	3824.0		0011
7669	20	3834.0		1010
7673	4	3836.0		0010
7681	8	3840.0		0100
7687	6	3843.0		0011
7691	4	3845.0		0010
7699	8	3849.0		0100
7703	4	3851.0		0010
7717	14	3858.0		0111
7723	6	3861.0		0011
7727	4	3863.0		0010
7741	14	3870.0		0111
7753	12	3876.0		0110
7757	4	3878.0		0010
7759	2	3879.0		0001
7789	30	3894.0		1111
7793	4	3896.0		0010
7817	24	3908.0		1100
7823	6	3911.0		0011
7829	6	3914.0		0011
7841	12	3920.0		0110
7853	12	3926.0		0110
7867	14	3933.0		0111
7873	6	3936.0		0011
7877	4	3938.0		0010
7879	2	3939.0		0001
7883	4	3941.0		0010
7901	18	3950.0		1001
7907	6	3953.0		0011
7919	12	3959.0		0110
7927	8	3963.0		0100
7933	6	3966.0		0011
7937	4	3968.0		0010
7949	12	3974.0		0110
7951	2	3975.0		0001
7963	12	3981.0		0110
7993	30	3996.0		1111
8009	16	4004.0		1000
8011	2	4005.0		0001
8017	6	4008.0		0011
8039	22	4019.0		1011
8053	14	4026.0		0111
8059	6	4029.0		0011
8069	10	4034.0		0101
8081	12	4040.0		0110
8087	6	4043.0		0011
8089	2	4044.0		0001
8093	4	4046.0		0010
8101	8	4050.0		0100
8111	10	4055.0		0101
8117	6	4058.0		0011
8123	6	4061.0		0011
8147	24	4073.0		1100
8161	14	4080.0		0111
8167	6	4083.0		0011
8171	4	4085.0		0010
8179	8	4089.0		0100
8191	12	4095.0		0110
8209	18	4104.0		1001
8219	10	4109.0		0101
8221	2	4110.0		0001
8231	10	4115.0		0101
8233	2	4116.0		0001
8237	4	4118.0		0010
8243	6	4121.0		0011
8263	20	4131.0		1010
8269	6	4134.0		0011
8273	4	4136.0		0010
8287	14	4143.0		0111
8291	4	4145.0		0010
8293	2	4146.0		0001
8297	4	4148.0		0010
8311	14	4155.0		0111
8317	6	4158.0		0011
8329	12	4164.0		0110
8353	24	4176.0		1100
8363	10	4181.0		0101
8369	6	4184.0		0011
8377	8	4188.0		0100
8387	10	4193.0		0101
8389	2	4194.0		0001
8419	30	4209.0		1111
8423	4	4211.0		0010
8429	6	4214.0		0011
8431	2	4215.0		0001
8443	12	4221.0		0110
8447	4	4223.0		0010
8461	14	4230.0		0111
8467	6	4233.0		0011
8501	34	4250.0		10001
8513	12	4256.0		0110
8521	8	4260.0		0100
8527	6	4263.0		0011
8537	10	4268.0		0101
8539	2	4269.0		0001
8543	4	4271.0		0010
8563	20	4281.0		1010
8573	10	4286.0		0101
8581	8	4290.0		0100
8597	16	4298.0		1000
8599	2	4299.0		0001
8609	10	4304.0		0101
8623	14	4311.0		0111
8627	4	4313.0		0010
8629	2	4314.0		0001
8641	12	4320.0		0110
8647	6	4323.0		0011
8663	16	4331.0		1000
8669	6	4334.0		0011
8677	8	4338.0		0100
8681	4	4340.0		0010
8689	8	4344.0		0100
8693	4	4346.0		0010
8699	6	4349.0		0011
8707	8	4353.0		0100
8713	6	4356.0		0011
8719	6	4359.0		0011
8731	12	4365.0		0110
8737	6	4368.0		0011
8741	4	4370.0		0010
8747	6	4373.0		0011
8753	6	4376.0		0011
8761	8	4380.0		0100
8779	18	4389.0		1001
8783	4	4391.0		0010
8803	20	4401.0		1010
8807	4	4403.0		0010
8819	12	4409.0		0110
8821	2	4410.0		0001
8831	10	4415.0		0101
